target,ids,date,flag,user,text
0,2215922701,Wed Jun 17 18:47:58 PDT 2009,NO_QUERY,rhaissaamaral,"['grandma', 'leav', 'tomorrow', ""i'm"", 'gonna', 'miss', 'much']"
4,2190256146,Tue Jun 16 02:12:33 PDT 2009,NO_QUERY,Madhobbit,"['freedom', 'speech', 'stephen', 'keep', 'go', 'dude']"
0,2196750059,Tue Jun 16 12:53:00 PDT 2009,NO_QUERY,FitHCky,"['talk', 'long', 'time', 'seem']"
0,2063797838,Sun Jun 07 04:06:51 PDT 2009,NO_QUERY,abs_mckenzie,"['eat', 'special', 'k', 'warm', 'milk', 'weather', 'turn', 'bad']"
0,2057455371,Sat Jun 06 13:02:14 PDT 2009,NO_QUERY,cheekymagpie,"['mow', 'hay', 'er', 'grass', 'windi', 'pollen', 'fill', 'day']"
4,1688008297,Sun May 03 10:07:19 PDT 2009,NO_QUERY,FajitaBaby,"['got', 'home', 'church', 'chel', 'taught', 'sun', 'school', 'morn', 'im', 'gonna', 'nap', '=d']"
4,1687865847,Sun May 03 09:46:54 PDT 2009,NO_QUERY,w24kcee,"['cool', 'repli', 'john', 'freakin', 'mayer', 'may', 'one', 'side', 'convers', 'know', 'tweet', 'show', 'somewher', '...']"
0,1678257210,Sat May 02 06:05:43 PDT 2009,NO_QUERY,IPv6Freely,"['232.4', 'went', 'way', 'calori', 'budget', 'yesterday']"
4,2014997834,Wed Jun 03 03:22:45 PDT 2009,NO_QUERY,mmmicaela,"['hahaha', 'lol', 'yeah', 'like', 'noth']"
4,2177331650,Mon Jun 15 05:54:56 PDT 2009,NO_QUERY,thenewbnb,"['haha', 'like', 'eet', 'eh', '...', 'kd', 'chechi', '..', 'yakkow', '...', 'wht', 'mark', ""i'm"", 'make', 'tamizh', 'twitvers']"
0,2201008406,Tue Jun 16 19:40:41 PDT 2009,NO_QUERY,CarlaRose,"['wow', 'would', '38th', 'birthday', 'guess', 'realiz', 'young']"
0,2049668444,Fri Jun 05 17:17:09 PDT 2009,NO_QUERY,Veronica003,"['austin', 'bound', '..', 'want', 'parti', 'dalla', 'tho']"
4,2048843043,Fri Jun 05 15:52:01 PDT 2009,NO_QUERY,energiemusic,"['...', 'eat', 'chicken', 'terriyaki', 'watch', 'muse', 'video', 'full', 'volum']"
4,2192122091,Tue Jun 16 06:32:39 PDT 2009,NO_QUERY,Cowgirllife,"['diet', 'coke', 'yesterday', 'much', 'better', 'drink', 'alcohol', 'know']"
4,1975924197,Sat May 30 16:11:53 PDT 2009,NO_QUERY,lejunkdrawer,"['lol--do', 'still', 'need', 'proof']"
0,2264664682,Sun Jun 21 04:34:39 PDT 2009,NO_QUERY,KTEM,"['iphon', 'broke', 'work', 'old', 'phone', '...', ""we'll"", 'see', 'goe']"
0,2201301818,Tue Jun 16 20:05:10 PDT 2009,NO_QUERY,Alec_yourface,"['awh', 'sad', 'littl', 'girl', 'leukimia']"
4,2060050413,Sat Jun 06 18:09:44 PDT 2009,NO_QUERY,Straw000,['touch']
0,2062819948,Sun Jun 07 00:24:31 PDT 2009,NO_QUERY,jimmski,"['sadli', 'paul', 'yet', 'due', 'coupl', 'week', ""he'"", 'stolen', 'cours', 'gig']"
4,1970371916,Sat May 30 03:35:48 PDT 2009,NO_QUERY,bW4eva,"['lol', 'physic', 'hard', 'coz', 'dont', 'like', 'calcul', 'also', 'hate', 'bio', 'haha', 'languag', 'thing', 'love']"
0,2215569086,Wed Jun 17 18:19:08 PDT 2009,NO_QUERY,ColinMcPhail,"['leav', 'alon', ""i'm"", 'sunburn']"
4,1989797804,Mon Jun 01 02:50:44 PDT 2009,NO_QUERY,invader_mads,"['sweeet', 'charli', 'picker', 'go', 'katel', 'go', 'come', ""can't"", 'yay', 'compani']"
0,2189199309,Mon Jun 15 23:28:22 PDT 2009,NO_QUERY,justkwokka,"['damn', 'got', '92', '...', 'would', 'bought', '2g']"
4,2070364579,Sun Jun 07 17:33:54 PDT 2009,NO_QUERY,el_lucho,"['root', 'horni', 'mid', '18th', 'centuri', 'erect', 'aka', 'horn', 'horn', 'b', 'c', 'look', 'bit', 'like', 'one.record', '1889', 'book', 'ulyss', 'jaja']"
0,2240771106,Fri Jun 19 10:08:34 PDT 2009,NO_QUERY,janinasieper,"['offer', 'help', 'hous', 'clean', 'hear', 'word', '...', 'ok', 'sound', 'like', 'midnight-clean', '...', 'get', 'earli', 'tomorrow']"
0,2069917362,Sun Jun 07 16:46:03 PDT 2009,NO_QUERY,marieel,"['come', 'chula', 'vista', 'pleas']"
4,1997869528,Mon Jun 01 17:35:50 PDT 2009,NO_QUERY,BIGBK1,"['need', 'full', 'bodi', 'messag', '...', 'spa', 'day']"
4,1973967859,Sat May 30 12:10:54 PDT 2009,NO_QUERY,gerben,"['cheap', 'voor', 'een', '15,6', 'inch', 'wel', 'conform', 'spec']"
4,1828039056,Sun May 17 11:58:00 PDT 2009,NO_QUERY,jons_only_one,"['hey', 'heikolein', 'cuuut']"
4,1760213563,Sun May 10 20:56:49 PDT 2009,NO_QUERY,l3wish,"['instal', 'cupcak', '1.5', 'got', 'ato']"
4,2001077944,Mon Jun 01 23:46:37 PDT 2009,NO_QUERY,xoxo_Kayla_xoxo,"['hey', 'miley', 'congratul', 'award', 'deserv', 'hope', 'everyth', 'goe', 'well']"
0,1981225930,Sun May 31 08:42:00 PDT 2009,NO_QUERY,jojomckean,"['awww', 'man', 'go', 'holiday', '18th', 'day', 'ohwel', 'give', 'exus', 'download', 'haha']"
4,2002050721,Tue Jun 02 02:58:53 PDT 2009,NO_QUERY,garyshort,"['give', 'mine', ""girl'"", 'name', 'women', 'control']"
4,1760361032,Sun May 10 21:19:41 PDT 2009,NO_QUERY,AshleyNicole305,"['thank', 'got', 'two', 'im', 'od', 'happi', 'lo']"
4,1989277183,Mon Jun 01 00:58:05 PDT 2009,NO_QUERY,shanajaca,"['thank', 'sweeti', 'cast', 'vote', 'xx']"
0,2263094776,Sat Jun 20 23:56:35 PDT 2009,NO_QUERY,jennszrox,"['fell', 'soo', 'sick', 'head', 'much', 'pain', ""can't"", 'even', 'sleep']"
4,1880532658,Fri May 22 01:34:50 PDT 2009,NO_QUERY,cyberpixie,"['steak', 'way', 'babi']"
0,2000705493,Mon Jun 01 22:45:05 PDT 2009,NO_QUERY,yanitsa,"['wow', 'fml', 'hate', 'algebra', '2', 'sooo', 'much', 'fuck', 'hard', 'cant', 'finish', 'studi', 'guid', 'cant', 'turn', 'hw', 'tomorrow', 'ughhh']"
4,2001043677,Mon Jun 01 23:40:42 PDT 2009,NO_QUERY,alexhairking,"['love', 'new', 'show', 'e', 'call', 'obsess', 'love']"
4,2192653159,Tue Jun 16 07:21:17 PDT 2009,NO_QUERY,KaitlynMurphey,"['hair', 'soft', 'today']"
0,2053552134,Sat Jun 06 04:57:21 PDT 2009,NO_QUERY,ms_meyda,"['sushi', 'curaaang', 'makan', 'sendirian']"
4,1826037558,Sun May 17 07:32:40 PDT 2009,NO_QUERY,Livviaaa,"['mate', 'sam', 'watch', 'ur', 'excel', 'perform', 'load', 'know', 'lot', 'word', 'word', 'funni', 'voic', 'aswel']"
0,2214964653,Wed Jun 17 17:28:59 PDT 2009,NO_QUERY,PrincessNene08,"['u', 'talkin', 'u', 'talkin', 'bout', 'tyra']"
4,1961249420,Fri May 29 09:12:40 PDT 2009,NO_QUERY,karsunny,"['reliev', 'cloud', '9', 'right']"
4,1558191539,Sun Apr 19 07:34:51 PDT 2009,NO_QUERY,Jamieannett,"['ein', 'pr', '�', 'fung', 'h', '�', '�', '�', 'na', 'dann', 'mal', 'mit', 'dem', 'fragebogen', '=d', ""i'v"", 'got', 'readi', 'disney', 'princess', 'ice', 'yeah', ""can't"", 'wait']"
0,2194426970,Tue Jun 16 09:46:48 PDT 2009,NO_QUERY,CaptainDuckyy,"['conclus', 'bryan', 'suck', 'bed']"
4,1989759198,Mon Jun 01 02:42:33 PDT 2009,NO_QUERY,JoshuaSweeney,"['space', 'sound', 'amaz', 'last', 'night', 'today', 'footi', 'down']"
0,1553699299,Sat Apr 18 14:58:32 PDT 2009,NO_QUERY,laura_ben,"['home', 'sweet', 'home', ""we'll"", 'check', 'surf', 'good', 'coffe', '...', 'rain']"
0,2177489816,Mon Jun 15 06:11:49 PDT 2009,NO_QUERY,michieong,"[""can't"", 'concentr', 'stop', 'dj', 'hear', 'radio', 'gnite']"
0,1834707834,Mon May 18 03:56:12 PDT 2009,NO_QUERY,cathe2ine,"['much', 'someth', 'never', 'good', 'includ', 'pineappl']"
4,1961182502,Fri May 29 09:06:31 PDT 2009,NO_QUERY,rockstar_too,"['go', 'underground', 'nanana', '...', 'gettin', 'readi', 'shame', 'weather', 'though']"
0,1833388113,Sun May 17 23:07:49 PDT 2009,NO_QUERY,babysparklz,"['ok', ""i'm"", 'sleepi', '...', 'ni-nit', 'hope', 'doent', 'shake', 'middl', 'night']"
0,2192983780,Tue Jun 16 07:50:02 PDT 2009,NO_QUERY,spidersylar,"['burnt', 'rice']"
0,2176862137,Mon Jun 15 04:55:49 PDT 2009,NO_QUERY,rockrockrock,"['woke', '5hr', 'ago', '...', 'ugh', 'much', 'work', 'yet', 'tire', '...']"
0,2062887154,Sun Jun 07 00:38:00 PDT 2009,NO_QUERY,maggiesnail,"['2500', 'word', 'due', 'tuesday', 'yet', 'start']"
0,2226241085,Thu Jun 18 11:42:30 PDT 2009,NO_QUERY,stellery,"['dammit', ""i'm"", 'tri', 'stay', 'away', 'game', '3.2', 'make', 'hard']"
0,1977881688,Sat May 30 21:55:24 PDT 2009,NO_QUERY,brentuwrf,"[""there'"", 'deer', 'driveway', 'eat', 'birdse', '3', 'leg']"
0,2196896127,Tue Jun 16 13:04:21 PDT 2009,NO_QUERY,michiemadison,"['sushi', '...', '1/2', 'chicken', 'sandwich', '1/2', 'grapefruit', '1/2', 'leftov', 'muffin', 'better', 'food']"
0,2052765394,Sat Jun 06 01:56:19 PDT 2009,NO_QUERY,JonnyRafa,"['...', 'work', 'saturday', 'morn', 'great']"
4,1563832146,Mon Apr 20 00:28:13 PDT 2009,NO_QUERY,MissAbbyNormal,"['heh', 'know', ""that'"", 'happi', 'hope', ""i'll"", 'happi', 'shortli']"
0,2235088203,Fri Jun 19 00:24:03 PDT 2009,NO_QUERY,darker_artic,"['ok', 'less', 'procrastin', 'get', 'readi', 'work', '...', 'although', 'go', 'dentist', 'first']"
4,1678288509,Sat May 02 06:12:20 PDT 2009,NO_QUERY,saaammie,"['happi', 'prom', 'day']"
4,1998084804,Mon Jun 01 17:58:07 PDT 2009,NO_QUERY,TechieTiffy,"['tiffani', 'mack', 'sent', 'resum', 'day', 'ago', '...', 'hi']"
0,1972188218,Sat May 30 08:44:29 PDT 2009,NO_QUERY,Maddy4ever,"['2', 'hurri', 'come', 'home', 'miss', 'blond', 'sista', 'like', 'say', 'funni', 'bunni', 'hehe']"
4,1991172029,Mon Jun 01 06:32:28 PDT 2009,NO_QUERY,kimravelo,"['tnx', 'tnx', 'haha', 'ikaw', 'rin', 'goodluck', 'colleg', '...', 'tc', 'rin', 'diyan', 'sa', 'japan', 'ryt', '...', 'haha', 'shuck', '...', 'senior', '...', ':\\']"
4,1556987028,Sun Apr 19 01:23:10 PDT 2009,NO_QUERY,riikabob,"['bed', 'bunkasai', 'bookoff', 'tomorrow']"
4,1834108149,Mon May 18 01:39:34 PDT 2009,NO_QUERY,pillovesyou,"['note', 'talk', ';)', 'haha', 'gossip', 'girl', 'love', ';)']"
0,1684901447,Sat May 02 22:24:02 PDT 2009,NO_QUERY,mcobbramos,"['realli', ""can't"", 'deal', 'freak', 'cough', 'let', 'sleep']"
0,2001074579,Mon Jun 01 23:46:02 PDT 2009,NO_QUERY,fernandasymonds,"['im', 'love']"
0,2057722625,Sat Jun 06 13:32:21 PDT 2009,NO_QUERY,RobertFucci,"['lizani', 'left', 'mom', 'pick', 'wish', 'could', 'stay', 'longer']"
4,1824090349,Sun May 17 00:00:41 PDT 2009,NO_QUERY,facibus,"['doubt', 'eurovis', 'kept', 'sane', 'past', 'two', 'night', 'eurovis']"
0,2204604195,Wed Jun 17 02:39:18 PDT 2009,NO_QUERY,Al_ice,"['yeah', 'one', 'leagu', 'mind', 'dream', 'realist', 'catch']"
0,2053722633,Sat Jun 06 05:30:11 PDT 2009,NO_QUERY,Emberskye,"['earli', 'saturday', 'morn', 'kid', 'boy', '2', 'wake', 'anyth']"
0,2260682876,Sat Jun 20 19:36:38 PDT 2009,NO_QUERY,iAMgallerina,"['weather', '...', 'sore', 'throat', 'bed', 'dream', 'better', 'economi', '...']"
4,1998593962,Mon Jun 01 18:48:32 PDT 2009,NO_QUERY,zyozyfounder,"['explain', 'burn', 'man', 'son', 'william', '12', ""he'"", 'watch', 'malcolm', 'middl', 'burn', 'man', 'episod']"
0,2068192919,Sun Jun 07 13:39:34 PDT 2009,NO_QUERY,HayleyBee1,"['wish', 'got', 'awesom', 'hat', 'primark', 'today']"
4,1834193798,Mon May 18 01:59:41 PDT 2009,NO_QUERY,b3c5ta,"['two', 'word', 'appl', 'macbook']"
0,1835108126,Mon May 18 05:09:38 PDT 2009,NO_QUERY,SilknPearls,"['second', 'link', 'broken', 'site', 'twitpic', 'work']"
0,1982312366,Sun May 31 10:57:33 PDT 2009,NO_QUERY,Fathercub,"['green', 'car', 'like', 'dead']"
0,1963508602,Fri May 29 12:49:49 PDT 2009,NO_QUERY,getyournikon,"['ate', 'way', 'mani', 'chocol', 'anim', 'cracker']"
4,1792194413,Wed May 13 22:24:54 PDT 2009,NO_QUERY,diana_j,"['eat', 'veggi', 'friend']"
4,1979261843,Sun May 31 02:17:39 PDT 2009,NO_QUERY,Daddys_pet,"['well', 'known', 'would', 'share']"
4,2068257877,Sun Jun 07 13:46:19 PDT 2009,NO_QUERY,yetregressing,"['tag', 'actual', 'got', 'done', 'thank', 'god', 'youtub', 'also', 'theme', 'riot', 'rat', 'rasputina', 'yeah', 'rift']"
0,1677408140,Sat May 02 01:55:33 PDT 2009,NO_QUERY,pavelegorkin,"['sorri', 'silenc', 'ill']"
4,1989212568,Mon Jun 01 00:44:01 PDT 2009,NO_QUERY,magnezi,"['goodluck', ""i'v"", 'heard', 'aw', 'lectur', 'alreadi', 'time', 'like']"
4,2016475411,Wed Jun 03 06:50:34 PDT 2009,NO_QUERY,vp2008,"['detail', 'leak', 'least', 'let', 'know', ';)', 'cant', 'wait', 'longer']"
0,2323269100,Thu Jun 25 00:16:01 PDT 2009,NO_QUERY,mandamate,"['good', 'day', 'school', 'today', 'loll', 'alot', 'tummi', 'hurt']"
0,1793721677,Thu May 14 03:45:47 PDT 2009,NO_QUERY,fitnessrobban,"['want', 'big', 'dont', 'enough', 'food']"
4,1966961077,Fri May 29 18:43:03 PDT 2009,NO_QUERY,AmieeKelly,"['omg', 'cant', 'wait', 'neither', '..', 'haha', 'goodnigh']"
4,1468771367,Tue Apr 07 03:38:57 PDT 2009,NO_QUERY,amandascookin,"['log', 'twitter.com', 'click', 'profil', 'chang', 'see', 'avatar', 'though']"
4,2016995748,Wed Jun 03 07:41:36 PDT 2009,NO_QUERY,TweetVA,['list']
0,1967024814,Fri May 29 18:50:11 PDT 2009,NO_QUERY,slinn13,"['want', 'surpris', 'jona', 'brother', 'new', 'cd', 'peopl', 'talk', 'ooh', 'fli', 'whatdididotourheart', '...']"
0,1990009229,Mon Jun 01 03:34:30 PDT 2009,NO_QUERY,smileyy_sophiee,"['weather', 'gorg', 'todayi', 'bad', 'im', 'skwl']"
0,2285396372,Mon Jun 22 15:04:45 PDT 2009,NO_QUERY,gordybroon,"['x', 'box', 'game', 'holiday']"
0,1979791126,Sun May 31 04:31:08 PDT 2009,NO_QUERY,emiiily,"['jim', 'get', 'put', 'today', 'tomorrow', '...', 'good']"
4,1880728650,Fri May 22 02:17:16 PDT 2009,NO_QUERY,OnlyFair,"['mine', 'keep', 'guard', 'chicken', 'hut']"
0,2196427749,Tue Jun 16 12:27:34 PDT 2009,NO_QUERY,forensicchemist,"['work', 'six', 'hour']"
0,2243069006,Fri Jun 19 12:59:14 PDT 2009,NO_QUERY,waywaiwaywai,"['arghhh', 'youv', 'ruin', 'cricket', 'catchup', 'updat']"
4,2069846538,Sun Jun 07 16:38:06 PDT 2009,NO_QUERY,Kittycat01,"['lol', 'well', 'im', 'bed', 'look', 'like', 'need', 'get', 'strength', 'im', 'go', 'rais', 'dead']"
0,2045029298,Fri Jun 05 10:08:07 PDT 2009,NO_QUERY,PapiPaz,"['cant', 'believ', 'ginna', 'left', 'wed', 'lol']"
4,1995446739,Mon Jun 01 13:30:16 PDT 2009,NO_QUERY,jbaverstock,"['afternoon', 'realli', 'good', 'fun', 'much']"
0,2014830882,Wed Jun 03 02:49:54 PDT 2009,NO_QUERY,esBonBon,"['feel', 'lone', '...']"
0,2249506047,Fri Jun 19 22:27:41 PDT 2009,NO_QUERY,jwendl,"['sorri', 'hear', 'tomorrow', 'alway', 'new', 'day', 'right']"
0,2220791134,Thu Jun 18 03:59:21 PDT 2009,NO_QUERY,ericatoth,"['oh', 'realli', 'suck', 'good', 'thing', 'london', 'cue', 'jealousi', '...']"
4,2051307885,Fri Jun 05 21:36:05 PDT 2009,NO_QUERY,JimmyOnTheMic,"['done', 'wit', 'dinna', 'night', 'fun', 'come']"
0,1558670159,Sun Apr 19 09:03:54 PDT 2009,NO_QUERY,AlphaM0M,"['bless', 'sunday', 'morn', '2', 'u', 'make', 'church', 'morn']"
4,1991172606,Mon Jun 01 06:32:32 PDT 2009,NO_QUERY,unewhaven,"['one', 'load']"
0,2212808397,Wed Jun 17 14:33:44 PDT 2009,NO_QUERY,rome_811,"['branch', 'miss', 'youuu']"
4,2060891743,Sat Jun 06 19:46:49 PDT 2009,NO_QUERY,davenlr,"['dont', 'watch', 'card', 'newschannel', '5']"
4,2186011343,Mon Jun 15 18:13:43 PDT 2009,NO_QUERY,michellesheflan,"['everytim', 'look', 'go', 'blind', '...', 'hold', 'hold', 'cuz', 'wanna', 'get', 'higher', 'higherrr', '..', 'time', 'indian', 'taco', ""master'""]"
0,1969456426,Sat May 30 00:05:36 PDT 2009,NO_QUERY,blancamurphy21,"['want', 'hondura', '...', 'feelin', 'kinda', 'homesick']"
0,2187573619,Mon Jun 15 20:28:59 PDT 2009,NO_QUERY,Gina_Mary,"['head', 'home', 'n', 'snuggl', 'wit', 'ducki', 'usual']"
4,2063635882,Sun Jun 07 03:28:14 PDT 2009,NO_QUERY,CigarInspector,"['differ', 'stori', 'mac', 'machin']"
0,1965366866,Fri May 29 15:47:42 PDT 2009,NO_QUERY,NorrinElizabeth,"['get', 'readi', 'graduat', 'parti', '...', 'id', 'much', 'rather', 'hello', 'marque', 'dane', 'cook']"
0,2286084485,Mon Jun 22 15:58:39 PDT 2009,NO_QUERY,vickixashton,"['ahhh', 'hun', 'need', 'someon', 'talk', 'x']"
0,2254008931,Sat Jun 20 09:05:15 PDT 2009,NO_QUERY,Cimi,"['gnome-do', 'leak', 'back']"
0,1557421318,Sun Apr 19 04:00:44 PDT 2009,NO_QUERY,JessikaSays,"['gonna', 'get', 'lush', 'grey', 'trouser', 'h', 'right', 'size', 'decent', 'jean', 'bnd']"
4,2060650753,Sat Jun 06 19:18:40 PDT 2009,NO_QUERY,misstoya,"['yay', 'dont', 'leav', 'w', 'visit', 'lol']"
4,2063209160,Sun Jun 07 01:46:09 PDT 2009,NO_QUERY,MYTOYBOXMUSIC,"['instal', 'new', 'soft', 'synth']"
0,1988959765,Sun May 31 23:53:57 PDT 2009,NO_QUERY,Bizarre_Hayz,"['need', 'practic', 'cardistri', 'doesnt', 'time', 'shame']"
4,1933226127,Tue May 26 23:19:48 PDT 2009,NO_QUERY,anJELLOca,"['would', 'like', 'announc', '...', 'final', 'caught', 'pachirisu', 'shit', 'hard', 'find']"
4,1956587789,Thu May 28 22:12:30 PDT 2009,NO_QUERY,Activated,"['talk', 'zephyr', 'hour']"
0,1981824350,Sun May 31 09:58:07 PDT 2009,NO_QUERY,cutestar04,"['good', 'morn', 'everyon']"
4,2191649935,Tue Jun 16 05:42:25 PDT 2009,NO_QUERY,ebethburdette,"['save', 'bell', 'watermelon', 'itun', 'morn', '...']"
4,1880246768,Fri May 22 00:34:52 PDT 2009,NO_QUERY,crataegustess,"['get', 'work', 'convers', 'script', ""i'll"", 'share']"
0,2207725944,Wed Jun 17 08:18:13 PDT 2009,NO_QUERY,veganboy,"['stay', 'home', '2day', 'work', '...', 'cold']"
0,1971390326,Sat May 30 06:59:55 PDT 2009,NO_QUERY,jennerlyn,"['feel', 'friendless', '..', 'half', 'friend', 'florida', 'one', 'either', 'far', 'distanc', 'work', 'thru', 'wkend']"
0,1557680518,Sun Apr 19 05:28:56 PDT 2009,NO_QUERY,Lauren_Jade_X,"['homework', 'fun']"
0,1694014482,Mon May 04 00:42:06 PDT 2009,NO_QUERY,awesomeaiden,"['lost', 'platypu', 'look', 'like', 'teenag', 'girl', 'o_o', 'condol', 'david', 'cook', 'famili']"
4,1982035586,Sun May 31 10:23:48 PDT 2009,NO_QUERY,Hazza_d,"['love', 'love', 'day']"
4,2190150370,Tue Jun 16 01:54:49 PDT 2009,NO_QUERY,samiq,"['u', 'guy', 'also', 'tweet', 'english', 'like', ';-)']"
0,1771127800,Mon May 11 23:17:02 PDT 2009,NO_QUERY,tooie,"['kind', 'suck', 'grow', 'apart', 'part']"
0,1467857975,Mon Apr 06 22:32:06 PDT 2009,NO_QUERY,szrhnds602,"['border', 'close', '10']"
0,2253750161,Sat Jun 20 08:40:56 PDT 2009,NO_QUERY,samantha_z5,"['jog', 'isnt', 'realli', 'cool', 'especi', 'got', 'fever']"
4,1753198788,Sun May 10 00:32:14 PDT 2009,NO_QUERY,methodphoto,"['cool', 'shot']"
4,2039855914,Thu Jun 04 22:59:07 PDT 2009,NO_QUERY,FBrotherston,"['fine', 'suit', 'come', 'cri', 'nobodi', 'know', 'creat', 'realli', 'good', 'app']"
4,2052314492,Sat Jun 06 00:19:10 PDT 2009,NO_QUERY,megspeaks,"['thought', 'casino', 'royal', 'nah', '..', ""i'm"", 'bed', 'tv']"
4,2002752444,Tue Jun 02 05:04:18 PDT 2009,NO_QUERY,Mos_sy,"[""i'll"", 'enter', 'ya', 'bring', 'doggi', 'bag', 'back']"
0,1834015825,Mon May 18 01:18:17 PDT 2009,NO_QUERY,wee_em,"['tweet', 'tweet', 'quiet', 'morn', 're-read', 'last', ""week'"", 'magazin', 'bbc', 'news', 'today', 'ugh']"
4,1796904838,Thu May 14 10:14:00 PDT 2009,NO_QUERY,SurreyLets,"['great', 'news', '4', 'u', 'work', 'one', 'surrey', 'largest', 'alway', 'good', 'news']"
4,2068475414,Sun Jun 07 14:08:37 PDT 2009,NO_QUERY,rubenedra,"['hehe', 'nice', 'way', 'look', '...']"
4,1979115326,Sun May 31 01:42:00 PDT 2009,NO_QUERY,ahmednaguib,"['15', 'min', 'till', 'class', 'need', 'read', 'stuff']"
0,1676087776,Fri May 01 21:04:01 PDT 2009,NO_QUERY,rohixx,"['new', 'photo']"
0,1550837757,Sat Apr 18 07:24:27 PDT 2009,NO_QUERY,decryption,"['want', 'turn', 'mine', ""can't"", 'rememb', 'servic', 'use', 'know', 'disabl']"
4,1550907100,Sat Apr 18 07:36:05 PDT 2009,NO_QUERY,john_hunter,"['okay', 'torn', 'apart', 'work', 'fresh', 'coffe', 'peanut', 'butter', 'toast', ""i'll"", 'tri', 'put', 'back', 'togeth', 'less', 'crap', 'time']"
0,1994501089,Mon Jun 01 12:00:57 PDT 2009,NO_QUERY,n_boycee,"['alreadi', 'sent', 'one']"
0,2202658897,Tue Jun 16 22:10:54 PDT 2009,NO_QUERY,adieguti,"['love', 'movie', 'make', 'cri']"
4,1835530969,Mon May 18 06:12:06 PDT 2009,NO_QUERY,VagabondArts,"['backyard', 'natur', 'wonder', 'wake', '...', 'saw', 'babi', 'gees', 'feed', 'momma', 'muskrat', 'first', 'turtl', 'egg', 'year', 'bunni']"
4,1976151977,Sat May 30 16:42:01 PDT 2009,NO_QUERY,MarisaErlbacher,"['brandi', 'tonight']"
0,2070008360,Sun Jun 07 16:56:13 PDT 2009,NO_QUERY,Megabeth321,"['...', 'dessert', 'shot', 'chili', 'lolz', 'im', 'lame']"
4,1693459632,Sun May 03 22:37:02 PDT 2009,NO_QUERY,fayejakovich,"['yer', 'well', '6.45', 'game', '...', 'gotta', 'pik', 'mesh', 'traino', 'b4', '...', 'yer', '5pm', 'fine']"
4,2184438310,Mon Jun 15 15:54:43 PDT 2009,NO_QUERY,rachelinlife,"['last', '6', 'minut', 'first', 'full', 'time', 'job']"
4,1981000970,Sun May 31 08:11:05 PDT 2009,NO_QUERY,shutupmeg,"['love', 'ppl', 'tell', 'mase', 'shut', 'mean', 'cuz', 'smile', 'get', 'louder', 'obnoxi', 'like', '...']"
0,1973285446,Sat May 30 10:51:11 PDT 2009,NO_QUERY,logicslayer,"['got', 'blister', 'finger', 'play', 'basket', 'ball', 'yesterday']"
4,2044604366,Fri Jun 05 09:35:16 PDT 2009,NO_QUERY,2amgirl,"['preach', 'brother']"
0,2328084799,Thu Jun 25 09:09:01 PDT 2009,NO_QUERY,haleymillfred,"['oh', 'also', ""i'm"", 'eat', 'go', 'anoth', 'doctor', 'appoint']"
4,2179429539,Mon Jun 15 09:05:31 PDT 2009,NO_QUERY,rodiorianna,"['eat', 'jelli', 'babi']"
0,2206846409,Wed Jun 17 07:08:10 PDT 2009,NO_QUERY,Newy_ShortStack,"['omg', 'one', 'fish', ""they'r"", 'sooo', 'awesom', 'die', 'tho', 'cat', 'ate']"
4,2183673504,Mon Jun 15 14:49:47 PDT 2009,NO_QUERY,skaterdudette,"['want', 'go', 'play']"
4,2071709270,Sun Jun 07 19:48:27 PDT 2009,NO_QUERY,ZaraGreen,"['okay', '...', 'know', ""i'm"", 'tire', 'seein', 'think', 'remov', 'reappear', 'nasti', 'queen']"
0,1980115458,Sun May 31 05:44:23 PDT 2009,NO_QUERY,catmet,"['revis', 'math', '...', 'exam', 'tomorrow', '...']"
4,2183428903,Mon Jun 15 14:29:38 PDT 2009,NO_QUERY,alliemorgaaan,"['chilli', 'sissi', 'frienddd']"
4,2052553742,Sat Jun 06 01:07:50 PDT 2009,NO_QUERY,ChelseaLovesGS,"['hellooo', 'huge', 'fan', 'hannah', 'montana', 'funni', 'also', 'everyth', 'els', 'funni', 'person', 'pleas', 'repli']"
0,1983016999,Sun May 31 12:20:38 PDT 2009,NO_QUERY,Affan,"['sick', 'still', 'bed', 'entir', 'bodi', 'ach', 'cough', 'sneez', 'attack', 'fml']"
4,2013924540,Tue Jun 02 23:57:50 PDT 2009,NO_QUERY,harleyvj7,"['problemo', 'boo', ""i'm"", 'go', 'today', 'expect', 'soon', ';)']"
0,2063405078,Sun Jun 07 02:31:32 PDT 2009,NO_QUERY,papercutideas,"['tri', 'avoid', 'work', 'weekend', 'definit', 'cant', 'escap', 'week']"
4,1881606946,Fri May 22 05:06:42 PDT 2009,NO_QUERY,MidgyWidgy,"['melt', 'butter', 'microwav', 'pour', 'toast', 'delich']"
0,1980015942,Sun May 31 05:23:07 PDT 2009,NO_QUERY,lisswaters,"['work', 'cart', 'day', 'back', 'campu', 'finish', 'paint', 'room', '...', 'pink']"
4,1979387499,Sun May 31 02:49:50 PDT 2009,NO_QUERY,valerieedijanto,"['studi', 'math', 'wina', 'sister', 'call', 'attent', 'us', 'erghhh', 'webcam', 'thought', 'today', 'realli', 'fun']"
0,2246894992,Fri Jun 19 18:17:01 PDT 2009,NO_QUERY,lorenita327,"['u', 'move', 'nyc', 'come', 'lot']"
